#,Year,ET,MPH,Last,First,Entry,State,Engine,Make,Model,Chassis,Class,Unnamed: 13
3951,1965,8.174,192.3,Hightower,Bob,Vandal,Oklahoma,Chrysler Hemi,,Dragster,Dale Smart,AA/FD,EDIT THIS!
3952,1966,7.43,199.54,Hightower,Bob,Vandal,Oklahoma,Chrysler Hemi,,Dragster,Dale Smart,AA/FD,EDIT THIS!
3953,1967,0.0,0.0,Hightower,Bob,Groundshakers,Oklahoma,Chrysler Hemi,,Dragster,Woody Gilmore,AA/FD,EDIT THIS!
3954,1967,0.0,0.0,Hightower,Bob,Jim Brissette,Oklahoma,Chrysler Hemi,,Dragster,,AA/FD,EDIT THIS!
3955,1967,0.0,0.0,Hightower,Bob,Savage,Oklahoma,Chrysler Hemi,,Dragster,,AA/FD,EDIT THIS!
3956,1967,7.17,214.28,Hightower,Bob,Swinger 1,Oklahoma,Chrysler Hemi,,Dragster,Don Long,AA/FD,EDIT THIS!
3957,1967,0.0,0.0,Hightower,Bob,Tom Larkin,Oklahoma,Chrysler Hemi,,Dragster,,AA/FD,EDIT THIS!
3958,1967,0.0,0.0,Hightower,Bob,Cow Palace Shell,Oklahoma,Chrysler Hemi,,Dragster,,AA/FD,EDIT THIS!
3959,1967,7.19,189.96,Hightower,Bob,Atlas Oil Tool Special,California,Chrysler Hemi,,Dragster,Woody Gilmore,AA/FD,EDIT THIS!
3960,1967,7.14,227.26,Hightower,Bob,Trotter & Hightower,Oklahoma,Chrysler Hemi,,Dragster,Woody Gilmore - RCE,AA/FD,EDIT THIS!
3961,1968,6.57,230.17,Hightower,Bob,Cow Palace Shell,Oklahoma,Chrysler Hemi,,Dragster,,AA/FD,EDIT THIS!
3962,1968,7.33,0.0,Hightower,Bob,Ground Zero,Oklahoma,Chrysler Hemi,,Dragster,,AA/FD,EDIT THIS!
3963,1968,6.9,224.42,Hightower,Bob,Mr. Ed,Oklahoma,Chrysler Hemi,,Dragster,,AA/FD,EDIT THIS!
3964,1968,0.0,0.0,Hightower,Bob,Armenian,California,Chrysler Hemi,,Dragster,,AA/FD,EDIT THIS!
3965,1969,0.0,0.0,Hightower,Bob,Armenian,California,Chrysler Hemi,,Dragster,,AA/FD,EDIT THIS!
3966,1969,6.85,227.27,Hightower,Bob,Cow Palace Shell,California,1958 Chrysler Hemi,,Dragster,,AA/FD,EDIT THIS!
3967,1969,0.0,0.0,Hightower,Bob,Brissette & Yates,California,Chrysler Hemi,,Dragster,,AA/FD,EDIT THIS!
3968,1970,6.99,219.51,Hightower,Bob,Car Shop Inc.,California,Chrysler Hemi,,Dragster,,AA/FD,EDIT THIS!
3969,1970,7.144,0.0,Hightower,Bob,Groundshaker,California,Chrysler Hemi,,Dragster,,AA/FD,EDIT THIS!
3970,1971,0.0,0.0,Hightower,Bob,Cow Palace Shell,California,1958 Chrysler Hemi,,Dragster,,AA/FD,EDIT THIS!
3971,1971,0.0,0.0,Hightower,Bob,Mid-Winder,California,Chrysler Hemi,,Dragster,,AA/FD,EDIT THIS!
3972,1971,6.79,0.0,Hightower,Bob,The Vandal,California,Chrysler Hemi,,Dragster,,AA/FD,EDIT THIS!
3973,1971,6.95,0.0,Hightower,Bob,Hippo Brammer,California,Chrysler Hemi,,Dragster,,AA/FD,EDIT THIS!
3974,1973,0.0,0.0,Hightower,Bob,Bob Hightower,California,Chrysler Hemi,,Dragster,,AA/FD,EDIT THIS!
3975,1965,0.0,0.0,Hightower,Bobby,Golden Boy,California,Chrysler Hemi,,Dragster,,AA/FD,EDIT THIS!
3976,1968,6.835,223.88,Higley,Ray,Black Gold,California,Chrysler Hemi,,Dragster,,AA/FD,EDIT THIS!
3977,1969,6.95,0.0,Higley,Ray,Black Gold,California,Chrysler Hemi,,Dragster,,AA/FD,EDIT THIS!
3978,1970,0.0,0.0,Hildreth,Jim,Jim & Jewel Hildreth,South Carolina,Chrysler Hemi,,Dragster,,AA/FD,EDIT THIS!
3979,1971,0.0,0.0,Hildreth,Jim,Jim & Jewel Hildreth,South Carolina,Chrysler Hemi,,Dragster,,AA/FD,EDIT THIS!
3980,1972,0.0,0.0,Hildreth,Jim,Jim & Jewel Hildreth,South Carolina,Chrysler Hemi,,Dragster,,AA/FD,EDIT THIS!
3981,1973,7.03,187.5,Hildreth,Jim,Jim & Jewel Hildreth,South Carolina,Chrysler Hemi,,Dragster,,AA/FD,EDIT THIS!
3982,1967,0.0,0.0,Hill,Blake,Grecian,Arizona,Chrysler Hemi,,Dragster,,AA/FD,EDIT THIS!
3983,1963,0.0,0.0,Hill,Eddie,The Texan,Texas,Pontiac,,Dragster,Eddie Hill,AA/FD,EDIT THIS!
3984,1964,8.18,192.3,Hill,Eddie,The Texan,Texas,Pontiac,,Dragster,Eddie Hill,AA/FD,EDIT THIS!
3985,1964,0.0,0.0,Hill,Eddie,The Texan,Texas,Chrysler Hemi,,Dragster,Eddie Hill,AA/FD,EDIT THIS!
3986,1965,8.02,192.93,Hill,Eddie,The Texan / Double Dragon,Texas,Pontiac (twins),,Dragster,,AA/FD,EDIT THIS!
3987,1965,7.62,204.8,Hill,Eddie,The Texan Two,Texas,Chrysler Hemi,,Dragster,,AA/FD,EDIT THIS!
3988,1966,7.75,194.55,Hill,Eddie,Texan,Texas,Chrysler Hemi,,Dragster,Eddie Hill,AA/FD,EDIT THIS!
3989,1985,5.845,250.97,Hill,Eddie,Texan,Texas,JP-1 Hemi,,Dragster,Don Long,TF,EDIT THIS!
3990,1986,5.395,261.24,Hill,Eddie,Texan,Texas,JP-1 Hemi,,Dragster,Don Long,TF,EDIT THIS!
3991,1987,5.095,285.98,Hill,Eddie,Texan,Texas,JP-1 Hemi,,Dragster,Don Long,TF,EDIT THIS!
3992,1988,4.936,288.73,Hill,Eddie,Super Shops/Pennzoil,Texas,JP-1 Hemi,,Dragster,Dave Uyehara,TF,EDIT THIS!
3993,1989,5.255,229.47,Hill,Eddie,Darrell Gwynn,Texas,JP-1 Hemi,,Dragster,Dave Uyehara,TF,EDIT THIS!
3994,1989,5.015,291.82,Hill,Eddie,Super Shops/Pennzoil,Texas,JP-1 Hemi,,Dragster,Don Long,TF,EDIT THIS!
3995,1989,4.935,288.83,Hill,Eddie,Super Shops/Pennzoil,Texas,JP-1 Hemi,,Dragster,Dave Uyehara,TF,EDIT THIS!
3996,1990,4.945,285.71,Hill,Eddie,Super Shops/Pennzoil,Texas,JP-1 Hemi,,Dragster,Dave Uyehara,TF,EDIT THIS!
3997,1991,4.918,289.66,Hill,Eddie,Super Shops/Pennzoil,Texas,JP-1 Hemi,,Dragster,Dave Uyehara,TF,EDIT THIS!
3998,1992,4.779,293.54,Hill,Eddie,Super Shops/Pennzoil,Texas,JP-1 Hemi,,Dragster,Dave Uyehara,TF,EDIT THIS!
3999,1993,4.813,300.8,Hill,Eddie,Pennzoil,Texas,JP-1 Hemi,,Dragster,Dave Uyehara,TF,EDIT THIS!
4000,1993,4.955,288.27,Hill,Eddie,Pennzoil,Texas,Indian Hemi,,Dragster,Dave Uyehara,TF,EDIT THIS!
4001,1994,4.762,300.1,Hill,Eddie,Pennzoil,Texas,TFX Hemi,,Dragster,Dave Uyehara,TF,EDIT THIS!
4002,1995,4.713,304.36,Hill,Eddie,Pennzoil,Texas,TFX Hemi,,Dragster,Al Swindahl,TF,EDIT THIS!
4003,1996,4.629,308.53,Hill,Eddie,Pennzoil,Texas,TFX Hemi,,Dragster,Al Swindahl,TF,EDIT THIS!
4004,1997,4.669,311.63,Hill,Eddie,Pennzoil,Texas,TFX Hemi,,Dragster,Dave Uyehara,TF,EDIT THIS!
4005,1998,4.574,315.12,Hill,Eddie,Pennzoil,Texas,TFX Hemi,,Dragster,Brad Hadman,TF,EDIT THIS!
4006,1998,4.685,301.0,Hill,Eddie,Winston,Texas,TFX Hemi,,Dragster,Brad Hadman,TF,EDIT THIS!
4007,1999,4.52,323.74,Hill,Eddie,Pennzoil,Texas,TFX Hemi,,Dragster,Murf McKinney,TF,EDIT THIS!
4008,1965,0.0,0.0,Hill,Mike,B&N Automotive,California,Chrysler Hemi,,Dragster,B&N Automotive,AA/FD,EDIT THIS!
4009,1968,0.0,0.0,Hill,Mike,N-F-S Special,California,Chrysler Hemi,,Dragster,,AA/FD,EDIT THIS!
4010,1963,0.0,0.0,Hill,Stan,Rollema & Hill,California,Chrysler Hemi,,Dragster,,AA/FD,EDIT THIS!
4011,1977,6.0,217.91,Hilton,Bob,Golddigger,Ohio,Keith Black Hemi,,Dragster,Bill Stebbins,AA/FD,EDIT THIS!
4012,1977,0.0,0.0,Hilton,Bob,Starrliner,Ohio,Keith Black Hemi,,Dragster,Roy Fjastad - SPE,AA/FD,EDIT THIS!
4013,1978,6.11,223.88,Hilton,Bob,Hilton Family,Ohio,Rodeck Chevrolet,,Dragster,Bill Stebbins,AA/FD,EDIT THIS!
4014,1979,0.0,0.0,Hilton,Bob,Hilton Family,Ohio,Rodeck Chevrolet,,Dragster,Bill Stebbins,AA/FD,EDIT THIS!
4015,1979,5.89,238.09,Hilton,Bob,Jim & Alison Lee,Ohio,Keith Black Hemi,,Dragster,,AA/FD,EDIT THIS!
4016,1980,5.885,241.28,Hilton,Bob,Jim & Alison Lee,Ohio,Keith Black Hemi,,Dragster,Bill Stebbins,TF,EDIT THIS!
4017,1981,5.915,231.0,Hilton,Bob,Hot Tuna,Ohio,Keith Black Hemi,,Dragster,,TF,EDIT THIS!
4018,1981,5.9,247.25,Hilton,Bob,Jim & Alison Lee,Ohio,Keith Black Hemi,,Dragster,Don Meng / M&S,TF,EDIT THIS!
4019,1966,0.0,0.0,Hilton,John,Loco-Motion,Ohio,Chrysler Hemi,,Dragster,,AA/FD,EDIT THIS!
4020,1973,6.33,213.77,Hilton,John,Hilton Family,Ohio,Donovan Hemi,,Dragster,Bill Stebbins,AA/FD,EDIT THIS!
4021,1974,6.47,213.77,Hilton,John,Hilton Family,Ohio,Chevrolet,,Dragster,Bill Stebbins,AA/FD,EDIT THIS!
4022,1975,6.25,224.23,Hilton,John,Hilton Family,Ohio,Chevrolet,,Dragster,Bill Stebbins,AA/FD,EDIT THIS!
4023,1978,6.315,220.0,Hilton,John,Hilton Family,Ohio,Chevrolet,,Dragster,Bill Stebbins,AA/FD,EDIT THIS!
4024,1958,10.19,130.43,Hirata,Ken,Onu-Oku-Hirata,Indiana,Oldsmobile,,Dragster,,B/FD,EDIT THIS!
4025,1973,6.02,231.36,Hobbs,Phil,Hirata & Hobbs,Indiana,Dodge,,Dragster,Woody Gilmore,AA/FD,EDIT THIS!
4026,1980,0.0,0.0,Hobbs,Phil,Barber & Engler,Indiana,Keith Black Hemi,,Dragster,,TF,EDIT THIS!
4027,1981,0.0,0.0,Hobbs,Phil,Barber & Engler,Indiana,Keith Black Hemi,,Dragster,,TF,EDIT THIS!
4028,1982,0.0,0.0,Hobbs,Phil,Barber & Engler,Indiana,Keith Black Hemi,,Dragster,,TF,EDIT THIS!
4029,1983,0.0,0.0,Hobbs,Phil,Barber & Engler,Indiana,Keith Black Hemi,,Dragster,,TF,EDIT THIS!
4030,1984,5.84,231.36,Hobbs,Phil,Barber & Engler,Indiana,Keith Black Hemi,,Dragster,,TF,EDIT THIS!
4031,1985,5.88,241.15,Hobbs,Phil,Barber & Engler,Indiana,Keith Black Hemi,,Dragster,,TF,EDIT THIS!
4032,1967,7.33,186.33,Hodges,Ron,Hodges & Olsen,California,Chrysler Hemi,,Dragster,Woody Gilmore,AA/FD,EDIT THIS!
4033,1968,7.165,198.0,Hodges,Ron,Northwind / Hodges & Olson,California,Chrysler Hemi,,Dragster,Woody Gilmore,AA/FD,EDIT THIS!
4034,1981,0.0,0.0,Hodkinson,Steve,Ronnie Capps,Oklahoma,Keith Black Hemi,,Dragster,,TF,EDIT THIS!
4035,1981,0.0,0.0,Hodkinson,Steve,Steve Hodkinson,Oklahoma,Keith Black Hemi,,Dragster,,TF,EDIT THIS!
4036,1982,5.72,237.46,Hodkinson,Steve,TR-3 Resin Glaze Special,Oklahoma,Keith Black Hemi,,Dragster,ACI - Dave Settles,TF,EDIT THIS!
4037,1983,0.0,0.0,Hodkinson,Steve,Raisin Express,Oklahoma,Keith Black Hemi,,Dragster,Al Swindahl,TF,EDIT THIS!
4038,1983,6.17,0.0,Hodkinson,Steve,Sisel & Hodkinson,Oklahoma,Keith Black Hemi,,Dragster,,TF,EDIT THIS!
4039,1983,0.0,0.0,Hodkinson,Steve,,Oklahoma,Keith Black Hemi,,Dragster,,TF,EDIT THIS!
4040,1985,0.0,225.56,Hogan,Garth,CRC/Hogan,,Keith Black Hemi,,Dragster,Garth Hogan,TF,EDIT THIS!
4041,1987,5.901,238.09,Hogan,Garth,CRC,,JP-1 Hemi,,Dragster,Al Swindahl,TF,EDIT THIS!
4042,1988,5.68,234.31,Hogan,Garth,CRC/Hogan,,JP-1 Hemi,,Dragster,Garth Hogan,TF,EDIT THIS!
4043,1989,0.0,0.0,Hogan,Garth,Miller American,,JP-1 Hemi,,Dragster,Dave Uyehara,TF,EDIT THIS!
4044,1989,5.533,263.63,Hogan,Garth,Pioneer Auto Parts,,JP-1 Hemi,,Dragster,Al Swindahl,TF,EDIT THIS!
4045,1989,5.84,262.24,Hogan,Garth,Pioneer Auto Parts,,JP-1 Hemi,,Dragster,Dave Uyehara,TF,EDIT THIS!
4046,1990,5.526,263.15,Hogan,Garth,Pioneer Auto Parts,,JP-1 Hemi,,Dragster,Dave Uyehara,TF,EDIT THIS!
4047,1991,5.57,252.8,Hogan,Garth,Pioneer Auto Parts,,JP-1 Hemi,,Dragster,Dave Uyehara,TF,EDIT THIS!
4048,1992,0.0,0.0,Hogan,Garth,Pioneer Auto Parts,,JP-1 Hemi,,Dragster,Dave Uyehara,TF,EDIT THIS!
4049,1987,6.42,223.88,Holbrook,Donnie,Donnie Holbrook,Georgia,Keith Black Hemi,,Dragster,J. Ed Horton,TF,EDIT THIS!
4050,1970,0.0,0.0,Holcomb,Richard,No Name,Florida,Chrysler Hemi,,Dragster,,AA/FD,EDIT THIS!
4051,1973,6.35,212.76,Holcomb,Richard,No Name,Florida,Chrysler Hemi,,Dragster,Bill Stebbins,AA/FD,EDIT THIS!
4052,1985,6.23,235.5,Holcomb,Richard,Richard Holcomb,Georgia,,,Dragster,Al Swindahl,TF,EDIT THIS!
4053,1986,5.557,252.98,Holcomb,Richard,Richard Holcomb,Georgia,,,Dragster,Al Swindahl,TF,EDIT THIS!
4054,1987,5.539,263.69,Holcomb,Richard,Richard Holcomb,Georgia,Keith Black Hemi,,Dragster,Al Swindahl,TF,EDIT THIS!
4055,1988,4.998,277.09,Holcomb,Richard,Richard Holcomb,Georgia,Keith Black Hemi,,Dragster,Al Swindahl,TF,EDIT THIS!
4056,1989,5.028,273.3,Holcomb,Richard,Richard Holcomb,Georgia,,,Dragster,Clayton Harris,TF,EDIT THIS!
4057,1990,5.164,266.8,Holcomb,Richard,Richard Holcomb,Georgia,JP-1 Hemi,,Dragster,Clayton Harris,TF,EDIT THIS!
4058,1972,0.0,0.0,Holcombe,John,Cheap Thrill,South Carolina,Chevrolet,,Dragster,,AA/FD,EDIT THIS!
4059,1977,6.39,216.86,Holcombe,John,Cheap Thrill,South Carolina,Chevrolet,,Dragster,,AA/FD,EDIT THIS!
4060,1981,6.0,231.95,Holcombe,John,Cheap Thrills,South Carolina,Keith Black Hemi,,Dragster,,TF,EDIT THIS!
4061,1982,0.0,0.0,Holcombe,John,Cheap Thrills,South Carolina,Keith Black Hemi,,Dragster,,TF,EDIT THIS!
4062,1983,0.0,0.0,Holcombe,John,Cheap Thrills,South Carolina,Keith Black Hemi,,Dragster,,TF,EDIT THIS!
4063,1984,10.8,83.1,Holcombe,John,Cheap Thrills,South Carolina,Keith Black Hemi,,Dragster,,TF,EDIT THIS!
4064,1975,5.94,240.0,Holden,Frank,American Express,Texas,Keith Black Hemi,,Dragster,Tony Casarez,AA/FD,EDIT THIS!
4065,1976,6.04,236.22,Holden,Frank,American Express,Texas,Keith Black Hemi,,Dragster,Tony Casarez,AA/FD,EDIT THIS!
4066,1977,0.0,0.0,Holden,Frank,7-Eleven,Texas,Keith Black Hemi,,Dragster,,TF,EDIT THIS!
4067,1972,0.0,0.0,Holland,Bob,National Speed Shop,California,Chrysler Hemi,,Dragster,,AA/FD,EDIT THIS!
4068,1969,7.685,0.0,Holley,Bob,Green Gang,Texas,Chrysler Hemi,,Dragster,,AA/FD,EDIT THIS!
4069,1970,7.035,208.81,Holley,Bob,Green Gang,Texas,Chrysler Hemi,,Dragster,,AA/FD,EDIT THIS!
4070,1971,6.925,0.0,Holley,Bob,Green Gang,Texas,Chrysler Hemi,,Dragster,,AA/FD,EDIT THIS!
4071,1972,6.805,200.0,Holley,Bob,Bob Holley,Texas,Chrysler Hemi,,Dragster,,AA/FD,EDIT THIS!
4072,1973,6.345,0.0,Holley,Bob,Bob Holley,Texas,Chrysler Hemi,,Dragster,,AA/FD,EDIT THIS!
4073,1974,0.0,0.0,Holley,Bob,Holley & Brenner,Texas,Chrysler Hemi,,Dragster,,AA/FD,EDIT THIS!
4074,1964,0.0,0.0,Holloway,Chuck,Chuck Holloway,,,,Dragster,,AA/FD,EDIT THIS!
4075,1965,8.56,164.1,Holmes,Carl,Mansfield & Bower,Massachusetts,Chevrolet,,Dragster,,AA/FD,EDIT THIS!
4076,1970,6.63,143.54,Holmes,Carl,"Pickard, Miller & Porters",Massachusetts,1958 Chrysler Hemi,,Dragster,,AA/FD,EDIT THIS!
4077,1979,0.0,0.0,Holt,Jim,Mattison & Johnson,Utah,Keith Black Hemi,,Dragster,,AA/FD,EDIT THIS!
4078,1982,0.0,0.0,Holt,Jim,Don Mattinson,Utah,Keith Black Hemi,,Dragster,,TF,EDIT THIS!
4079,1989,6.77,167.53,Holt,Jim,Don Mattinson,Utah,Keith Black Hemi,,Dragster,Al Swindahl,TF,EDIT THIS!
4080,1990,0.0,0.0,Holt,Jim,Don Mattinson,Utah,Keith Black Hemi,,Dragster,Al Swindahl,TF,EDIT THIS!
4081,1991,6.06,226.13,Holt,Jim,Don Mattinson,Utah,Keith Black Hemi,,Dragster,Al Swindahl,TF,EDIT THIS!
4082,1977,0.0,0.0,Holt,Pat,KC Bomber,Kansas,Chevrolet,,Dragster,Woody Gilmore,AA/FD,EDIT THIS!
4083,1981,0.0,0.0,Homen,Al,Al Homen,California,Keith Black Hemi,,Dragster,Western,TF,EDIT THIS!
4084,1982,0.0,0.0,Homen,Al,Al Homen,California,Keith Black Hemi,,Dragster,Western,TF,EDIT THIS!
4085,1983,6.1,226.7,Homen,Al,California Wolverine,California,Keith Black Hemi,,Dragster,Western,TF,EDIT THIS!
4086,1965,7.96,196.5,Hoover,Maury,Avenger,California,Chrysler Hemi,,Dragster,,AA/FD,EDIT THIS!
4087,1965,0.0,0.0,Hoover,Maury,Fitt & Gerth,California,Chrysler Hemi,,Dragster,,AA/FD,EDIT THIS!
4088,1963,0.0,0.0,Hoover,Tom,Hoover Special,Minnesota,Chrysler Hemi,,Dragster,Dragmaster,AA/FD,EDIT THIS!
4089,1964,8.01,192.3,Hoover,Tom,Hoover Special,Minnesota,Chrysler Hemi,,Dragster,Rod Stuckey,AA/FD,EDIT THIS!
4090,1965,7.56,205.46,Hoover,Tom,Hoover Wheel & Alignment,Minnesota,Chrysler Hemi,,Dragster,Rod Stuckey,AA/FD,EDIT THIS!
4091,1965,0.0,204.54,Hoover,Tom,Hoover Special,Minnesota,Chrysler Hemi,,Dragster,Woody Gilmore - RCE,AA/FD,EDIT THIS!
4092,1966,8.14,0.0,Hoover,Tom,Hoover Wheel & Alignment,Minnesota,Ford SOHC,,Dragster,Woody Gilmore,AA/FD,EDIT THIS!
4093,1966,7.64,223.32,Hoover,Tom,Hoover Special,Minnesota,Chrysler Hemi,,Dragster,Woody Gilmore - RCE,AA/FD,EDIT THIS!
4094,1967,0.0,0.0,Hoover,Tom,Hoover Special,Minnesota,Chrysler Hemi,,Dragster,Woody Gilmore - RCE,AA/FD,EDIT THIS!
4095,1967,7.5,214.28,Hoover,Tom,Hoover Special,Minnesota,Ford SOHC,,Dragster,Woody Gilmore - RCE,AA/FD,EDIT THIS!
4096,1967,7.186,215.3,Hoover,Tom,Hoover Wheel & Alignment,Minnesota,Ford SOHC,,Dragster,Woody Gilmore,AA/FD,EDIT THIS!
4097,1968,6.83,222.0,Hoover,Tom,Hoover Wheel & Alignment,Minnesota,Ford SOHC,,Dragster,Woody Gilmore,AA/FD,EDIT THIS!
4098,1969,6.65,222.5,Hoover,Tom,Hoover Wheel & Alignment,Minnesota,Ford SOHC,,Dragster,Woody Gilmore,AA/FD,EDIT THIS!
4099,1970,6.65,227.84,Hoover,Tom,Hoover & Son,Minnesota,Chrysler Hemi,,Dragster,,AA/FD,EDIT THIS!
4100,1972,0.0,0.0,Hoover,Tom,Tom Hoover,Minnesota,Chrysler Hemi,,Dragster,,AA/FD,EDIT THIS!
4101,1986,6.51,209.3,Hoover,Tom,Dewars & Datko,Minnesota,JP-1 Hemi,,Dragster,Bob Meyer,TF,EDIT THIS!
4102,1986,5.845,209.87,Hoover,Tom,,Minnesota,JP-1 Hemi,,Dragster,Dennis Priddle,TF,EDIT THIS!
4103,1994,5.066,284.99,Hoover,Tom,RPS Promotions,Minnesota,Keith Black Hemi,,Dragster,Dave Uyehara,TF,EDIT THIS!
4104,1995,0.0,0.0,Hoover,Tom,Winfield Racing,Minnesota,Keith Black Hemi,,Dragster,Brad Hadman,TF,EDIT THIS!
4105,1970,0.0,0.0,Horan,Dan,Irish Intimidator,California,Chrysler Hemi,,Dragster,Don Long,AA/FD,EDIT THIS!
4106,1971,6.75,202.24,Horan,Dan,Irish Intimidator,California,Chrysler Hemi,,Dragster,Don Long,AA/FD,EDIT THIS!
4107,1972,0.0,0.0,Horan,Dan,Irish Intimidator,California,Chrysler Hemi,,Dragster,Don Long,AA/FD,EDIT THIS!
4108,1973,0.0,0.0,Horan,Dan,Irish Intimidator,California,Donovan Hemi,,Dragster,Don Long,AA/FD,EDIT THIS!
4109,1972,6.81,212.0,Hordemann,Brett,Brett Hordemann,Washington,Chrysler Hemi,,Dragster,,AA/FD,EDIT THIS!
4110,1962,0.0,0.0,Hordemann,Jim,Kelly Automotive,Washington,Chrysler Hemi,,Dragster,,AA/FD,EDIT THIS!
4111,1971,0.0,0.0,Hordemann,Jim,Kelly Automotive,Washington,Chrysler Hemi,,Dragster,Woody Gilmore,AA/FD,EDIT THIS!
4112,1971,0.0,0.0,Hordemann,Jim,The Muffler Man,Washington,Chrysler Hemi,,Dragster,Woody Gilmore,AA/FD,EDIT THIS!
4113,1972,6.81,0.0,Hordemann,Jim,The Muffler Man,Washington,Chrysler Hemi,,Dragster,Woody Gilmore,AA/FD,EDIT THIS!
4114,1973,6.99,0.0,Hordemann,Jim,The Muffler Man,Washington,Chrysler Hemi,,Dragster,Dixon,AA/FD,EDIT THIS!
4115,2011,0.0,0.0,Horto,Antti,Antti Horto,,,,Dragster,,,EDIT THIS!
4116,2012,0.0,0.0,Horto,Antti,Antti Horto,,,,Dragster,,,EDIT THIS!
4117,2013,0.0,0.0,Horto,Antti,Eagle Racing Motorsports,,Chrysler Hemi,,Dragster,,,EDIT THIS!
4118,2014,0.0,0.0,Horto,Antti,Eagle Racing Motorsports,,,,Dragster,,,EDIT THIS!
4119,2015,0.0,0.0,Horto,Antti,Eagle Racing Motorsports,,,,Dragster,,,EDIT THIS!
4120,2016,0.0,0.0,Horto,Antti,Eagle Racing Motorsports,,,,Dragster,,,EDIT THIS!
4121,2017,0.0,0.0,Horto,Antti,Eagle Racing Motorsports,,,,Dragster,,,EDIT THIS!
4122,2018,0.0,0.0,Horto,Antti,Eagle Racing Motorsports,,,,Dragster,,,EDIT THIS!
4123,2019,0.0,0.0,Horto,Antti,Eagle Racing Motorsports,,,,Dragster,,,EDIT THIS!
4124,2020,0.0,0.0,Horto,Antti,Eagle Racing Motorsports,,,,Dragster,,,EDIT THIS!
4125,2021,0.0,0.0,Horto,Antti,Eagle Racing Motorsports,,,,Dragster,,,EDIT THIS!
4126,2022,0.0,0.0,Horto,Antti,Eagle Top Fuel Racing,,,,Dragster,,Top Fuel,EDIT THIS!
4127,1970,7.86,0.0,Horton,Jim Ed,J. Ed Horton,South Carolina,Chrysler Hemi,,Dragster,J. Ed Horton,AA/FD,EDIT THIS!
4128,1972,7.11,209.3,Horton,Jim Ed,Carolina Easter Bunny,South Carolina,Chrysler Hemi,,Dragster,J. Ed Horton,AA/FD,EDIT THIS!
4129,1973,0.0,0.0,Horton,Jim Ed,J. Ed Horton,South Carolina,,,Dragster,J. Ed Horton,AA/FD,EDIT THIS!
4130,1973,0.0,0.0,Horton,Jim Ed,Fanatic,South Carolina,,,Dragster,J. Ed Horton,AA/FD,EDIT THIS!
4131,1974,9.82,0.0,Horton,Jim Ed,Carolina Easter Bunny,South Carolina,Chrysler Hemi,,Dragster,J. Ed Horton,AA/FD,EDIT THIS!
4132,1974,8.77,175.03,Horton,Noel,Davies & Horton,Queensland,Chrysler Hemi,,Dragster,Frank Huzar,AA/FD,EDIT THIS!
4133,1975,0.0,0.0,Horton,Noel,Davies & Horton,Queensland,Chrysler Hemi,,Dragster,Frank Huzar,AA/FD,EDIT THIS!
4134,1962,8.78,183.8,Hostetter,Jim,Capitol Speed Shop No. 2,California,Chrysler Hemi,Dragster,,,A/FD,EDIT THIS!
4135,1964,8.4,180.36,Hostetter,Jim,Capitol Speed Shop Special,California,Chrysler Hemi,Dragster,,,AA/FD,EDIT THIS!
4136,1965,8.375,161.87,Hovis,Harry,Harry Hovis,Missouri,Chevrolet,,Dragster,,A/FD,EDIT THIS!
4137,2000,6.012,253.85,Howard,Tracy,Tracy Howard,Florida,TFX Hemi,,Dragster,Dave Uyehara,TF,EDIT THIS!
4138,2001,5.777,0.0,Howard,Tracy,Tracy Howard,Florida,TFX Hemi,,Dragster,Dave Uyehara,TF,EDIT THIS!
4139,2002,0.0,0.0,Howard,Tracy,Tracy Howard,Florida,TFX Hemi,,Dragster,Dave Uyehara,TF,EDIT THIS!
4140,1974,6.49,0.0,Howick,Mark,G.L. Rupp,Ohio,Chrysler Hemi,,Dragster,Woody Gilmore,AA/FD,EDIT THIS!
4141,1975,6.12,229.0,Howick,Mark,G.L. Rupp,Ohio,Chrysler Hemi,,Dragster,,AA/FD,EDIT THIS!
4142,1975,6.67,180.0,Howick,Mark,Mark Howick,Ohio,Donovan Hemi,,Dragster,Woody Gilmore,AA/FD,EDIT THIS!
4143,1976,6.72,201.79,Howick,Mark,Mark Howick,Ohio,Donovan Hemi,,Dragster,,AA/FD,EDIT THIS!
4144,1977,6.46,203.61,Howick,Mark,Mark Howick,Ohio,Donovan Hemi,,Dragster,,AA/FD,EDIT THIS!
4145,1978,6.11,234.37,Howick,Mark,Mark Howick,Ohio,,,Dragster,,TF,EDIT THIS!
4146,1979,6.125,234.37,Howick,Mark,Mark Howick,Ohio,Donovan Hemi,,Dragster,,AA/FD,EDIT THIS!
4147,1980,6.063,236.84,Howick,Mark,Good Guy,Ohio,Donovan Hemi,,Dragster,,TF,EDIT THIS!
4148,1981,0.0,0.0,Howick,Mark,Good Guy,Ohio,Donovan Hemi,,Dragster,,TF,EDIT THIS!
4149,1976,0.0,0.0,Howry,Bill,Hijacker II,Oklahoma,Chrysler Hemi,,Dragster,,AA/FD,EDIT THIS!
4150,1964,0.0,0.0,Hoyh,Melvin,Swamp Fox,Michigan,Chrysler Hemi,,Dragster,,AA/FD,EDIT THIS!
4151,1965,8.6,0.0,Huerta,Dick,Swanson & Huerta,California,Pontiac,,Dragster,,A/FD,EDIT THIS!
